Code_BuildingVariant;Remark_BuildingVariant_1;Remark_BuildingVariant_2;Date_Entry;Date_Change;Code_StatusDataset;Code_Country;Code_Building;Number_BuildingVariant;Description_BuildingVariant;Description_BuildingVariant_National;Code_BuildingType;Code_BuildingSizeClass;Code_ConstructionYearClass;Year1_Building;Year2_Building;A_C_Ref;delta_U_ThermalBridging;n_air_infiltration;A_Roof_1;A_Roof_2;A_Wall_1;A_Wall_2;A_Wall_3;A_Floor_1;A_Floor_2;A_Window_1;A_Window_2;A_Door_1;U_Roof_1;U_Roof_2;U_Wall_1;U_Wall_2;U_Wall_3;U_Floor_1;U_Floor_2;U_Window_1;U_Window_2;U_Door_1;d_Insulation_Roof_1;d_Insulation_Roof_2;d_Insulation_Wall_1;d_Insulation_Wall_2;d_Insulation_Wall_3;d_Insulation_Floor_1;d_Insulation_Floor_2;A_Window_Horizontal;A_Window_East;A_Window_South;A_Window_West;A_Window_North;R_Add_UnheatedSpace_Roof_1;R_Add_UnheatedSpace_Roof_2;R_Add_UnheatedSpace_Wall_1;R_Add_UnheatedSpace_Wall_2;R_Add_UnheatedSpace_Wall_3;R_Add_UnheatedSpace_Floor_1;R_Add_UnheatedSpace_Floor_2;b_Transmission_Roof_1;b_Transmission_Roof_2;b_Transmission_Wall_1;b_Transmission_Wall_2;b_Transmission_Wall_3;b_Transmission_Floor_1;b_Transmission_Floor_2;Code_Measure_Roof_1;Code_Measure_Roof_2;Code_Measure_Wall_1;Code_Measure_Wall_2;Code_Measure_Wall_3;Code_Measure_Floor_1;Code_Measure_Floor_2;Code_Measure_Window_1;Code_Measure_Window_2;Code_Measure_Door_1;R_Measure_Roof_1;R_Measure_Roof_2;R_Measure_Wall_1;R_Measure_Wall_2;R_Measure_Wall_3;R_Measure_Floor_1;R_Measure_Floor_2;R_Measure_Window_1;R_Measure_Window_2;R_Measure_Door_1;Code_MeasureType_Roof_1;Code_MeasureType_Roof_2;Code_MeasureType_Wall_1;Code_MeasureType_Wall_2;Code_MeasureType_Wall_3;Code_MeasureType_Floor_1;Code_MeasureType_Floor_2;Code_MeasureType_Window_1;Code_MeasureType_Window_2;Code_MeasureType_Door_1;Code_ClimateRegion;Name_ClimateRegion;HeatingDays;Theta_e;I_Sol_Hor;I_Sol_East;I_Sol_South;I_Sol_West;I_Sol_North;Code_BoundaryCond;theta_i;F_red_htr1;F_red_htr4;n_air_use;h_room;phi_int;g_gl_n;F_sh_hor;F_sh_vert;F_f;F_w;c_m;R_Before_Roof_1;R_Before_Roof_2;R_Before_Wall_1;R_Before_Wall_2;R_Before_Wall_3;R_Before_Floor_1;R_Before_Floor_2;R_Before_Window_1;R_Before_Window_2;R_Before_Door_1;U_Actual_Roof_1;U_Actual_Roof_2;U_Actual_Wall_1;U_Actual_Wall_2;U_Actual_Wall_3;U_Actual_Floor_1;U_Actual_Floor_2;U_Actual_Window_1;U_Actual_Window_2;U_Actual_Door_1;H_Transmission_Roof_1;H_Transmission_Roof_2;H_Transmission_Wall_1;H_Transmission_Wall_2;H_Transmission_Wall_3;H_Transmission_Floor_1;H_Transmission_Floor_2;H_Transmission_Window_1;H_Transmission_Window_2;H_Transmission_Door_1;H_Transmission_ThermalBridging;h_Transmission;h_Ventilation;Sum_DeltaT_for_HeatingDays;F_red_temp;q_ht_tr;q_ht_ve;q_ht;Q_Sol_Hor;Q_Sol_East;Q_Sol_South;Q_Sol_West;Q_Sol_North;q_sol;q_int;tau;a_H;gamma_h_gn;eta_h_gn;q_h_nd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE.East.MFH.05.Gen.ReEx.001.003;;;2014-09-08;;Typology;DE;DE.East.MFH.05.Gen.ReEx.001;3;;;DE.East.MFH.05.Gen;MFH;DE.05;1958;1968;2742,3;0,05;0,1;0;811,92;1480,48;0;0;811,92;0;547;0;2;0,8;0,6;1,1;1,1;1,1;1,6;1,6;2,7;2,7;3;0,05;0,05;0;0;0;0,01;0,01;0;267,5;6;267,5;6;0;0,3;0;0;0;0,3;0;1;1;1;0;0;0,5;0;DE.Roof.Insulation30cm.01;DE.Ceiling.Insulation30cm.04;DE.Wall.Insulation24cm.02;DE.Wall.Insulation24cm.02;DE.Wall.Insulation24cm.02;DE.Floor.Insulation12cm.01;DE.Floor.Insulation12cm.01;DE.Window.3pInsulatedFrame.01;DE.Window.3pInsulatedFrame.01;DE.Door.Insulated.03;7,175636249;8,571428571;6,875892857;6,875892857;6,875892857;3,428571429;3,428571429;1,25;1,25;1,25;Replace;Add;Add;Add;Add;Add;Add;Replace;Replace;Replace;DE.N;Germany;222;4,4;403;271;392;271;160;EU.MUH;20;0,95;0,85;0,4;2,5;3;0,5;0,8;0,6;0,3;0,9;45;1,25;1,97;0,91;0,91;0,91;0,93;0,63;0,37;0,37;0,33;0,14;0,09;0,13;0,13;0,13;0,23;0,25;0,8;0,8;0,8;0;77,05;190,17;0;0;93,25;0;437,6;0;1,6;182,67;0,36;0,43;3463;0,95;28;34;62;0;13701;445;13701;181;10;16;57;2,72;0,424;0,94;37,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE.N.MFH.06.Gen.ReEx.001.003;;;2014-09-08;;Typology;DE;DE.N.MFH.06.Gen.ReEx.001;3;;;DE.N.MFH.06.Gen;MFH;DE.06;1969;1978;468,611;0,05;0,1;0;216,7;336;0;0;216,7;0;81,3;0;2;0,5;0,6;1;1;1;1;1;3,5;3,5;4;0,06;0,05;0;0;0;0,02;0,02;0;40,65;0;40,65;0;0;0,3;0;0;0;0,3;0;0;1;1;0;0;0,5;0;DE.Roof.Insulation30cm.01;DE.Ceiling.Insulation30cm.04;DE.Wall.Insulation24cm.02;DE.Wall.Insulation24cm.02;DE.Wall.Insulation24cm.02;DE.Floor.Insulation12cm.01;DE.Floor.Insulation12cm.01;DE.Window.3pInsulatedFrame.01;DE.Window.3pInsulatedFrame.01;DE.Door.Insulated.03;7,175636249;8,571428571;6,875892857;6,875892857;6,875892857;3,428571429;3,428571429;1,25;1,25;1,25;Replace;Add;Add;Add;Add;Add;Add;Replace;Replace;Replace;DE.N;Germany;222;4,4;403;271;392;271;160;EU.MUH;20;0,95;0,85;0,4;2,5;3;0,5;0,8;0,6;0,3;0,9;45;2;1,97;1;1;1;1,3;1;0,29;0,29;0,25;0,14;0,09;0,13;0,13;0,13;0,21;0,23;0,8;0,8;0,8;0;20,56;42,66;0;0;22,91;0;65,04;0;1,6;42,64;0,42;0,43;3463;0,95;33;34;66;0;2082;0;2082;0;9;16;53;2,58;0,374;0,95;42,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE.N.MFH.07.Gen.ReEx.001.003;;;2014-09-08;;Typology;DE;DE.N.MFH.07.Gen.ReEx.001;3;;;DE.N.MFH.07.Gen;MFH;DE.07;1979;1983;653,95;0,05;0,1;0;248,25;447,13;0;0;248,25;0;99,37;0;2;0,5;0,5;0,8;0,8;0,8;0,8;0,8;3,5;3,5;4;0,08;0,06;0;0;0;0,04;0,04;0;46,335;3,35;46,335;3,35;0;0,3;0;0;0;0,3;0;0;1;1;0;0;0,5;0;DE.Roof.Insulation30cm.01;DE.Ceiling.Insulation30cm.04;DE.Wall.Insulation24cm.02;DE.Wall.Insulation24cm.02;DE.Wall.Insulation24cm.02;DE.Floor.Insulation12cm.01;DE.Floor.Insulation12cm.01;DE.Window.3pInsulatedFrame.01;DE.Window.3pInsulatedFrame.01;DE.Door.Insulated.03;7,175636249;8,571428571;6,875892857;6,875892857;6,875892857;3,428571429;3,428571429;1,25;1,25;1,25;Replace;Add;Add;Add;Add;Add;Add;Replace;Replace;Replace;DE.N;Germany;222;4,4;403;271;392;271;160;EU.MUH;20;0,95;0,85;0,4;2,5;3;0,5;0,8;0,6;0,3;0,9;45;2;2,3;1,25;1,25;1,25;1,55;1,25;0,29;0,29;0,25;0,14;0,09;0,12;0,12;0,12;0,2;0,21;0,8;0,8;0,8;0;22,84;55,03;0;0;24,93;0;79,5;0;1,6;52,25;0,36;0,43;3463;0,95;29;34;62;0;2373;248;2373;101;8;16;57;2,71;0,383;0,95;39,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE.N.MFH.08.Gen.ReEx.001.003;;;2014-09-08;;Typology;DE;DE.N.MFH.08.Gen.ReEx.001;3;;;DE.N.MFH.08.Gen;MFH;DE.08;1984;1994;778,14;0,05;0,1;0;249,4;774,8;0;0;249,4;0;161;0;2;0,4;0,4;0,6;0,6;0,6;0,6;0,6;3,5;3,5;4;0,12;0,1;0;0;0;0,06;0,06;0;11,4;84,2;11,4;54;0;0,3;0;0;0;0,3;0;0;1;1;0;0;0,5;0;DE.Roof.Insulation30cm.01;DE.Ceiling.Insulation30cm.04;DE.Wall.Insulation24cm.02;DE.Wall.Insulation24cm.02;DE.Wall.Insulation24cm.02;DE.Floor.Insulation12cm.01;DE.Floor.Insulation12cm.01;DE.Window.3pInsulatedFrame.01;DE.Window.3pInsulatedFrame.01;DE.Door.Insulated.03;7,175636249;8,571428571;6,875892857;6,875892857;6,875892857;3,428571429;3,428571429;1,25;1,25;1,25;Replace;Add;Add;Add;Add;Add;Add;Replace;Replace;Replace;DE.N;Germany;222;4,4;403;271;392;271;160;EU.MUH;20;0,95;0,85;0,4;2,5;3;0,5;0,8;0,6;0,3;0,9;45;2,5;2,8;1,67;1,67;1,67;1,97;1,67;0,29;0,29;0,25;0,14;0,09;0,12;0,12;0,12;0,19;0,2;0,8;0,8;0,8;0;21,93;90,7;0;0;23,11;0;128,8;0;1,6;71,83;0,43;0,43;3463;0,95;34;34;68;0;584;6238;584;1633;12;16;52;2,55;0,407;0,94;41,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE.N.MFH.09.Gen.ReEx.001.003;;;2014-09-08;;Typology;DE;DE.N.MFH.09.Gen.ReEx.001;3;;;DE.N.MFH.09.Gen;MFH;DE.09;1995;2001;834,9;0,05;0,1;0;283,7;695,8;0;0;283,7;0;162,8;0;2;0,35;0,35;0,4;0,4;0,4;0,45;0,45;1,9;1,9;2;0,14;0,1;0,08;0,08;0,08;0,08;0,08;0;22,7;77,5;22,7;39,9;0;0,3;0;0;0;0,3;0;0;1;1;0;0;0,5;0;DE.Roof.Insulation30cm.01;DE.Ceiling.Insulation30cm.04;DE.Wall.Insulation24cm.02;DE.Wall.Insulation24cm.02;DE.Wall.Insulation24cm.02;DE.Floor.Insulation20cm.01;DE.Floor.Insulation20cm.01;DE.Window.3pInsulatedFrame.01;DE.Window.3pInsulatedFrame.01;DE.Door.Insulated.03;7,175636249;8,571428571;6,875892857;6,875892857;6,875892857;5,714285714;5,714285714;1,25;1,25;1,25;Replace;Replace;Replace;Replace;Replace;Replace;Replace;Replace;Replace;Replace;DE.N;Germany;222;4,4;403;271;392;271;160;EU.MUH;20;0,95;0,85;0,4;2,5;3;0,5;0,8;0,6;0,3;0,9;45;2,86;3,16;2,5;2,5;2,5;2,52;2,22;0,53;0,53;0,5;0,14;0,12;0,15;0,15;0,15;0,18;0,18;0,8;0,8;0,8;0;33,1;101,19;0;0;24,82;0;130,24;0;1,6;71,4;0,43;0,43;3463;0,95;34;34;68;0;1163;5742;1163;1207;11;16;52;2,55;0,399;0,94;42,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE.N.MFH.10.Gen.ReEx.001.003;;;2014-09-08;;Typology;DE;DE.N.MFH.10.Gen.ReEx.001;3;;;DE.N.MFH.10.Gen;MFH;DE.10;2002;2009;2190,1;0,05;0,1;580;0;1698;0;0;619,5;0;308,7;0;2;0,2;0,24;0,25;0,25;0,25;0,35;0,35;1,4;1,4;3;0,18;0,2;0,14;0,14;0,14;0,1;0,1;0;79,5;108,6;77,9;42,7;0;0;0;0;0;0,3;0;1;0;1;0;0;0,5;0;DE.Roof.Insulation30cm.01;DE.Ceiling.Insulation30cm.04;DE.Wall.Insulation24cm.02;DE.Wall.Insulation24cm.02;DE.Wall.Insulation24cm.02;DE.Floor.Insulation20cm.01;DE.Floor.Insulation20cm.01;DE.Window.3pInsulatedFrame.01;DE.Window.3pInsulatedFrame.01;DE.Door.Insulated.03;7,175636249;8,571428571;6,875892857;6,875892857;6,875892857;5,714285714;5,714285714;1,25;1,25;1,25;Replace;Replace;Replace;Replace;Replace;Replace;Replace;Replace;Replace;Replace;DE.N;Germany;222;4,4;403;271;392;271;160;EU.MUH;20;0,95;0,85;0,4;2,5;3;0,5;0,8;0,6;0,3;0,9;45;5;4,17;4;4;4;3,16;2,86;0,71;0,71;0,33;0,14;0,12;0,15;0,15;0,15;0,18;0,18;0,8;0,8;0,8;80,83;0;246,95;0;0;54,21;0;246,96;0;1,6;160,41;0,36;0,43;3463;0,95;29;34;62;0;4072;8046;3990;1291;8;16;57;2,71;0,385;0,95;39,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE.N.SFH.01.Gen.ReEx.001.003;;;2014-09-08;;Typology;DE;DE.N.SFH.01.Gen.ReEx.001;3;;;DE.N.SFH.01.Gen;SFH;DE.01;0;1859;218,9;0,05;0,1;134,19;0;169,78;0;0;0;85,46;28,78;0;2;2,6;1;2;2;2;2,9;2,9;3,5;5;3;0;0;0;0;0;0;0;0;7,94;9,56;7,94;3,34;0;0;0;0;0;0;0;1;0;1;1;0,5;0;0,5;DE.Roof.Insulation30cm.01;DE.Ceiling.Insulation30cm.04;DE.Wall.Insulation24cm.03;DE.Wall.Insulation24cm.03;DE.Wall.Insulation24cm.03;DE.Floor.Insulation12cm.02;DE.Floor.Insulation12cm.02;DE.Window.3pInsulatedFrame.02;DE.Window.3pInsulatedFrame.02;DE.Door.Insulated.03;7,175636249;8,571428571;6,875892857;6,875892857;6,875892857;3,428571429;3,428571429;1,25;1,25;1,25;Replace;Add;Add;Add;Add;Add;Add;Replace;Replace;Replace;DE.N;Germany;222;4,4;403;271;392;271;160;EU.SUH;20;0,9;0,8;0,4;2,5;3;0,5;0,8;0,6;0,3;0,9;45;0,38;1;0,5;0,5;0,5;0,34;0,34;0,29;0,2;0,33;0,14;0,1;0,14;0,14;0,14;0,27;0,27;0,8;0,8;0,8;18,7;0;23,02;0;0;0;11,32;23,02;0;1,6;21,01;0,45;0,43;3463;0,9;34;32;66;0;407;708;407;101;7;16;51;2,51;0,357;0,95;43,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE.N.SFH.02.Gen.ReEx.001.003;;;2014-09-08;;Typology;DE;DE.N.SFH.02.Gen.ReEx.001;3;;;DE.N.SFH.02.Gen;SFH;DE.02;1860;1918;141,79;0,05;0,1;83,12;0;194,04;0;0;45,6;32,7;22,3;0;2;1,3;1;1,7;1,7;1,7;1,2;1,2;3,5;3,5;3;0;0;0;0;0;0;0;0;7,65;5,6;7,65;1,4;0;0;0;0;0;0,3;0;1;0;1;0;0;0,5;0,5;DE.Roof.Insulation30cm.01;DE.Ceiling.Insulation30cm.04;DE.Wall.Insulation24cm.03;DE.Wall.Insulation24cm.03;DE.Wall.Insulation24cm.03;DE.Floor.Insulation12cm.01;DE.Floor.Insulation12cm.01;DE.Window.3pInsulatedFrame.02;DE.Window.3pInsulatedFrame.02;DE.Door.Insulated.03;7,175636249;8,571428571;6,875892857;6,875892857;6,875892857;3,428571429;3,428571429;1,25;1,25;1,25;Replace;Add;Add;Add;Add;Add;Add;Replace;Replace;Replace;DE.N;Germany;222;4,4;403;271;392;271;160;EU.SUH;20;0,9;0,8;0,4;2,5;3;0,5;0,8;0,6;0,3;0,9;45;0,77;1;0,59;0,59;0,59;1,13;0,83;0,29;0,29;0,33;0,14;0,1;0,13;0,13;0,13;0,22;0,23;0,8;0,8;0,8;11,58;0;26;0;0;5;3,84;17,84;0;1,6;18,99;0,6;0,43;3463;0,9;45;32;77;0;392;415;392;42;9;16;44;2,27;0,323;0,95;53,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE.N.SFH.03.Gen.ReEx.001.003;;;2014-09-08;;Typology;DE;DE.N.SFH.03.Gen.ReEx.001;3;;;DE.N.SFH.03.Gen;SFH;DE.03;1919;1948;302,5;0,05;0,1;213,99;0;235,3;0;0;144,9;0;52,35;0;2;1,4;0,8;1,7;1,7;1,7;1;1;3,5;3,5;3;0;0;0;0;0;0;0;0;9,1;22;9,1;12,15;0;0;0;0;0;0,3;0;1;0;1;0;0;0,5;0;DE.Roof.Insulation30cm.01;DE.Ceiling.Insulation30cm.04;DE.Wall.Insulation24cm.01;DE.Wall.Insulation24cm.01;DE.Wall.Insulation24cm.01;DE.Floor.Insulation12cm.01;DE.Floor.Insulation12cm.01;DE.Window.3pInsulatedFrame.01;DE.Window.3pInsulatedFrame.01;DE.Door.Insulated.03;7,175636249;8,571428571;6,875892857;6,875892857;6,875892857;3,428571429;3,428571429;1,25;1,25;1,25;Replace;Add;Add;Add;Add;Add;Add;Replace;Replace;Replace;DE.N;Germany;222;4,4;403;271;392;271;160;EU.SUH;20;0,9;0,8;0,4;2,5;3;0,5;0,8;0,6;0,3;0,9;45;0,71;1,25;0,59;0,59;0,59;1,3;1;0,29;0,29;0,33;0,14;0,1;0,13;0,13;0,13;0,21;0,23;0,8;0,8;0,8;29,82;0;31,52;0;0;15,32;0;41,88;0;1,6;32,43;0,5;0,43;3463;0,9;38;32;70;0;466;1630;466;367;10;16;48;2,41;0,369;0,94;45,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE.N.SFH.04.Gen.ReEx.001.003;;;2014-09-08;;Typology;DE;DE.N.SFH.04.Gen.ReEx.001;3;;;DE.N.SFH.04.Gen;SFH;DE.04;1949;1957;111,1;0,05;0,1;125,4;0;117,8;0;0;62;17,9;18,4;0;2;1,4;0,8;1,4;1,4;1,4;1,01;1,01;3,5;3,5;3;0;0;0;0;0;0;0;0;3,25;8,6;3,25;3,3;0;0;0;0;0;0,3;0;1;0;1;0;0;0,5;0,5;DE.Roof.Insulation30cm.01;DE.Ceiling.Insulation30cm.04;DE.Wall.Insulation24cm.04;DE.Wall.Insulation24cm.04;DE.Wall.Insulation24cm.04;DE.Floor.Insulation12cm.01;DE.Floor.Insulation12cm.01;DE.Window.3pInsulatedFrame.01;DE.Window.3pInsulatedFrame.01;DE.Door.Insulated.03;7,175636249;8,571428571;7,161607143;7,161607143;7,161607143;3,428571429;3,428571429;1,25;1,25;1,25;Replace;Add;Add;Add;Add;Add;Add;Replace;Replace;Replace;DE.N;Germany;222;4,4;403;271;392;271;160;EU.SUH;20;0,9;0,8;0,4;2,5;3;0,5;0,8;0,6;0,3;0,9;45;0,71;1,25;0,71;0,71;0,71;1,29;0,99;0,29;0,29;0,33;0,14;0,1;0,13;0,13;0,13;0,21;0,23;0,8;0,8;0,8;17,48;0;14,96;0;0;6,57;2,03;14,72;0;1,6;17,18;0,67;0,43;3463;0,9;50;32;82;0;166;637;166;100;10;16;41;2,17;0,312;0,94;57,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE.N.SFH.05.Gen.ReEx.001.003;;;2014-09-08;;Typology;DE;DE.N.SFH.05.Gen.ReEx.001;3;;;DE.N.SFH.05.Gen;SFH;DE.05;1958;1968;266,2;0,05;0,1;180,9;0;183,33;0;51;145;0;45,15;0;2;0,8;0,6;1,2;1,2;1,2;1,6;1,6;3,5;3,5;3;0,05;0,05;0;0;0;0,01;0,01;0;9,12;10,02;9,12;16,89;0;0;0;0;0,3;0,3;0;1;0;1;0;0,5;0,5;0;DE.Roof.Insulation30cm.01;DE.Ceiling.Insulation30cm.04;DE.Wall.Insulation24cm.01;DE.Wall.Insulation24cm.01;DE.Wall.Insulation24cm.01;DE.Floor.Insulation12cm.01;DE.Floor.Insulation12cm.01;DE.Window.3pInsulatedFrame.01;DE.Window.3pInsulatedFrame.01;DE.Door.Insulated.03;7,175636249;8,571428571;6,875892857;6,875892857;6,875892857;3,428571429;3,428571429;1,25;1,25;1,25;Replace;Add;Add;Add;Add;Add;Add;Replace;Replace;Replace;DE.N;Germany;222;4,4;403;271;392;271;160;EU.SUH;20;0,9;0,8;0,4;2,5;3;0,5;0,8;0,6;0,3;0,9;45;1,25;1,67;0,83;0,83;1,13;0,93;0,63;0,29;0,29;0,33;0,14;0,1;0,13;0,13;0,12;0,23;0,25;0,8;0,8;0,8;25,21;0;23,78;0;3,18;16,65;0;36,12;0;1,6;30,37;0,51;0,43;3463;0,9;38;32;70;0;467;742;467;511;8;16;48;2,4;0,344;0,95;47,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE.N.SFH.06.Gen.ReEx.001.003;;;2014-09-08;;Typology;DE;DE.N.SFH.06.Gen.ReEx.001;3;;;DE.N.SFH.06.Gen;SFH;DE.06;1969;1978;173,25;0,05;0,1;183,13;0;177,55;0;0;78,32;74;34,21;0;2;0,5;0,6;1;1;1;1;1;3,5;3,5;3;0,06;0,05;0;0;0;0,02;0,02;0;5;16,64;5;7,57;0;0,3;0;0;0;0,3;0;1;1;1;0;0;0,5;0,5;DE.Roof.FlatRoofInsulation30cm.01;DE.Roof.FlatRoofInsulation30cm.01;DE.Wall.Insulation24cm.01;DE.Wall.Insulation24cm.01;DE.Wall.Insulation24cm.01;DE.Floor.Insulation12cm.01;DE.Floor.Insulation12cm.01;DE.Window.3pInsulatedFrame.01;DE.Window.3pInsulatedFrame.01;DE.Door.Insulated.03;8,571428571;8,571428571;6,875892857;6,875892857;6,875892857;3,428571429;3,428571429;1,25;1,25;1,25;Add;Add;Add;Add;Add;Add;Add;Replace;Replace;Replace;DE.N;Germany;222;4,4;403;271;392;271;160;EU.SUH;20;0,9;0,8;0,4;2,5;3;0,5;0,8;0,6;0,3;0,9;45;2;1,97;1;1;1;1,3;1;0,29;0,29;0,33;0,09;0,09;0,13;0,13;0,13;0,21;0,23;0,8;0,8;0,8;17,32;0;22,54;0;0;8,28;8,35;27,37;0;1,6;27,46;0,65;0,43;3463;0,9;49;32;81;0;256;1233;256;229;11;16;42;2,19;0,34;0,94;54,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE.N.SFH.06.LightFrame.ReEx.001.003;;;2014-09-08;;Typology;DE;DE.N.SFH.06.LightFrame.ReEx.001;3;;;DE.N.SFH.06.LightFrame;SFH;DE.06;1969;1978;184,8;0,05;0,1;138;0;117;0;0;106;0;32;0;2,2;0,5;0,5;0,6;0,6;0,6;1;1;3,5;3,5;3;0,08;0,1;0,06;0,06;0,06;0,02;0,02;0;6,15;16,5;6,15;3,2;0;0;0;0;0;0,3;0;1;0;1;0;0;0,5;0;DE.Roof.Insulation30cm.01;DE.Ceiling.Insulation30cm.04;DE.Wall.Insulation24cm.01;DE.Wall.Insulation24cm.01;DE.Wall.Insulation24cm.01;DE.Floor.Insulation12cm.01;DE.Floor.Insulation12cm.01;DE.Window.3pInsulatedFrame.01;DE.Window.3pInsulatedFrame.01;DE.Door.Insulated.03;7,175636249;8,571428571;6,875892857;6,875892857;6,875892857;3,428571429;3,428571429;1,25;1,25;1,25;Replace;Add;Add;Add;Add;Add;Add;Replace;Replace;Replace;DE.N;Germany;222;4,4;403;271;392;271;160;EU.SUH;20;0,9;0,8;0,4;2,5;3;0,5;0,8;0,6;0,3;0,9;45;2;2;1,67;1,67;1,67;1,3;1;0,29;0,29;0,33;0,14;0,09;0,12;0,12;0,12;0,21;0,23;0,8;0,8;0,8;19,23;0;13,7;0;0;11,21;0;25,6;0;1,76;19,76;0,49;0,43;3463;0,9;37;32;69;0;315;1222;315;97;11;16;49;2,43;0,386;0,94;43,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DE.N.SFH.07.Gen.ReEx.001.003;;;2014-09-08;;Typology;DE;DE.N.SFH.07.Gen.ReEx.001;3;;;DE.N.SFH.07.Gen;SFH;DE.07;1979;1983;215,6;0,05;0,1;100,8;0;159,4;0;0;83,4;0;27;0;2;0,5;0,5;0,8;0,8;0,8;0,8;0,8;4,3;4,3;3;0,08;0,06;0;0;0;0,04;0,04;0;8,69;6,02;8,69;3,6;0;0;0;0;0;0,3;0;1;0;1;0;0;0,5;0;DE.Roof.Insulation30cm.01;DE.Ceiling.Insulation30cm.04;DE.Wall.Insulation24cm.01;DE.Wall.Insulation24cm.01;DE.Wall.Insulation24cm.01;DE.Floor.Insulation12cm.01;DE.Floor.Insulation12cm.01;DE.Window.3pInsulatedFrame.01;DE.Window.3pInsulatedFrame.01;DE.Door.Insulated.03;7,175636249;8,571428571;6,875892857;6,875892857;6,875892857;3,428571429;3,428571429;1,25;1,25;1,25;Replace;Add;Add;Add;Add;Add;Add;Replace;Replace;Replace;DE.N;Germany;222;4,4;403;271;392;271;160;EU.SUH;20;0,9;0,8;0,4;2,5;3;0,5;0,8;0,6;0,3;0,9;45;2;2;1,25;1,25;1,25;1,55;1,25;0,23;0,23;0,33;0,14;0,09;0,12;0,12;0,12;0,2;0,21;0,8;0,8;0,8;14,05;0;19,62;0;0;8,38;0;21,6;0;1,6;18,63;0,39;0,43;3463;0,9;29;32;61;0;445;446;445;109;7;16;55;2,64;0,373;0,95;39,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
