Satz;t;Land;RB;Kreis;VB;Gem;Name;Area;AEWZ;AEWZ_M;AEWZ_F;DENS;sss
60;64;03;1;52;5401;005;Bühren;  13,99;  527;  254;  273;  38;37127
60;63;03;1;52;5401;006;Dransfeld, Stadt;  28,75; 4 057; 1 955; 2 102;  141;37127
60;64;03;1;52;5401;013;Jühnde;  24,49; 1 097;  554;  543;  45;37127
60;64;03;1;52;5401;017;Niemetal;  28,50; 1 631;  835;  796;  57;37127
60;64;03;1;52;5401;023;Scheden;  26,69; 2 007; 1 010;  997;  75;37127
50;52;03;1;52;5402;;Gieboldehausen;;;;;;
60;64;03;1;52;5402;002;Bilshausen;  8,49; 2 355; 1 185; 1 170;  277;37434
60;64;03;1;52;5402;003;Bodensee;  7,47;  780;  403;  377;  104;37434
60;64;03;1;52;5402;010;Gieboldehausen, Flecken;  19,86; 3 936; 1 951; 1 985;  198;37434
60;64;03;1;52;5402;014;Krebeck;  12,27; 1 126;  572;  554;  92;37434
60;64;03;1;52;5402;018;Obernfeld;  10,72;  987;  505;  482;  92;37434
60;64;03;1;52;5402;019;Rhumspringe;  9,36; 1 939;  986;  953;  207;37434
60;64;03;1;52;5402;020;Rollshausen;  11,68;  930;  477;  453;  80;37434
60;64;03;1;52;5402;022;Rüdershausen;  9,44;  877;  420;  457;  93;37434
60;64;03;1;52;5402;028;Wollbrandshausen;  6,26;  625;  297;  328;  100;37434
60;64;03;1;52;5402;029;Wollershausen;  9,15;  473;  238;  235;  52;37434
50;52;03;1;52;5403;;Radolfshausen;;;;;;
60;64;03;1;52;5403;008;Ebergötzen;  19,70; 1 788;  847;  941;  91;37136
60;64;03;1;52;5403;015;Landolfshausen;  16,22; 1 158;  573;  585;  71;37136
60;64;03;1;52;5403;024;Seeburg;  13,44; 1 591;  790;  801;  118;37136
60;64;03;1;52;5403;025;Seulingen;  11,09; 1 380;  684;  696;  124;37136
60;64;03;1;52;5403;027;Waake;  7,90; 1 398;  680;  718;  177;37136
40;44;03;1;53;;;Goslar;;;;;;
50;50;03;1;53;0002;;Bad Harzburg, Stadt;;;;;;
60;63;03;1;53;0002;002;Bad Harzburg, Stadt;  65,42; 21 891; 10 100; 11 791;  335;38667
50;50;03;1;53;0003;;Braunlage, Stadt;;;;;;
60;63;03;1;53;0003;003;Braunlage, Stadt;  21,70; 4 595; 2 228; 2 367;  212;38700
50;50;03;1;53;0005;;Goslar, Stadt;;;;;;
60;63;03;1;53;0005;005;Goslar, Stadt;  92,57; 40 989; 19 747; 21 242;  443;38640
50;50;03;1;53;0007;;Langelsheim, Stadt;;;;;;
60;63;03;1;53;0007;007;Langelsheim, Stadt;  48,76; 12 232; 6 043; 6 189;  251;38685
50;50;03;1;53;0008;;Liebenburg;;;;;;
60;64;03;1;53;0008;008;Liebenburg;  78,37; 8 777; 4 340; 4 437;  112;38704
50;50;03;1;53;0010;;Sankt Andreasberg, Bergstadt;;;;;;
60;63;03;1;53;0010;010;Sankt Andreasberg, Bergstadt;  9,85; 1 719;  834;  885;  175;37444
50;50;03;1;53;0012;;Seesen, Stadt;;;;;;
60;63;03;1;53;0012;012;Seesen, Stadt;  102,18; 20 280; 9 783; 10 497;  198;38723
50;50;03;1;53;0013;;Vienenburg, Stadt;;;;;;
60;63;03;1;53;0013;013;Vienenburg, Stadt;  71,14; 10 682; 5 171; 5 511;  150;38690
50;52;03;1;53;5401;;Lutter am Barenberge;;;;;;
60;64;03;1;53;5401;006;Hahausen;  9,69;  862;  432;  430;  89;38729
60;64;03;1;53;5401;009;Lutter am Barenberge, Flecken;  33,32; 2 297; 1 100; 1 197;  69;38729
60;64;03;1;53;5401;014;Wallmoden;  16,82;  980;  494;  486;  58;38729
50;52;03;1;53;5402;;Oberharz;;;;;;
60;63;03;1;53;5402;001;Altenau, Bergstadt;  4,66; 1 789;  897;  892;  384;38707
60;63;03;1;53;5402;004;Clausthal-Zellerfeld, Bergstadt;  33,96; 14 579; 8 485; 6 094;  429;38678
60;64;03;1;53;5402;011;Schulenberg im Oberharz;  1,75;  290;  142;  148;  166;38707
60;63;03;1;53;5402;015;Wildemann, Bergstadt;  3,34; 1 052;  513;  539;  315;38709
50;50;03;1;53;9504;;Harz (Landkreis Goslar), gemfr. Gebiet;;;;;;
60;66;03;1;53;9504;504;Harz (Landkreis Goslar), gemfr. Gebiet;  371,76;  0;  0;  0;  0;
40;44;03;1;54;;;Helmstedt;;;;;;
50;50;03;1;54;0003;;Büddenstedt;;;;;;
60;64;03;1;54;0003;003;Büddenstedt;  19,54; 2 802; 1 376; 1 426;  143;38372
50;50;03;1;54;0010;;Helmstedt, Stadt;;;;;;
60;63;03;1;54;0010;010;Helmstedt, Stadt;  46,97; 23 937; 11 596; 12 341;  510;38350
50;50;03;1;54;0013;;Königslutter am Elm, Stadt;;;;;;
60;63;03;1;54;0013;013;Königslutter am Elm, Stadt;  130,61; 15 694; 7 675; 8 019;  120;38154
50;50;03;1;54;0014;;Lehre;;;;;;
60;64;03;1;54;0014;014;Lehre;  71,67; 11 463; 5 796; 5 667;  160;38165
50;50;03;1;54;0019;;Schöningen, Stadt;;;;;;
60;63;03;1;54;0019;019;Schöningen, Stadt;  35,36; 12 048; 5 943; 6 105;  341;38364
50;52;03;1;54;5401;;Grasleben;;;;;;
60;64;03;1;54;5401;008;Grasleben;  11,27; 2 457; 1 202; 1 255;  218;38368
60;64;03;1;54;5401;015;Mariental;  6,53; 1 010;  503;  507;  155;38368
60;64;03;1;54;5401;016;Querenhorst;  4,78;  528;  268;  260;  110;38368
60;64;03;1;54;5401;018;Rennau;  22,60;  724;  359;  365;  32;38368
50;52;03;1;54;5402;;Heeseberg;;;;;;
60;64;03;1;54;5402;002;Beierstedt;  9,59;  422;  203;  219;  44;38382
60;64;03;1;54;5402;006;Gevensleben;  15,14;  689;  346;  343;  46;38384
60;64;03;1;54;5402;011;Ingeleben;  9,08;  415;  205;  210;  46;38385
60;64;03;1;54;5402;012;Jerxheim;  17,47; 1 153;  520;  633;  66;38381
60;64;03;1;54;5402;020;Söllingen;  11,55;  670;  332;  338;  58;38387
60;64;03;1;54;5402;023;Twieflingen;  18,78;  757;  379;  378;  40;38388
50;52;03;1;54;5403;;Nord-Elm;;;;;;
60;64;03;1;54;5403;005;Frellstedt;  6,13;  827;  431;  396;  135;38373
60;64;03;1;54;5403;017;Räbke;  11,35;  689;  341;  348;  61;38375
60;64;03;1;54;5403;021;Süpplingen;  10,35; 1 700;  839;  861;  164;38373
60;64;03;1;54;5403;022;Süpplingenburg;  14,30;  658;  330;  328;  46;38376
60;64;03;1;54;5403;025;Warberg;  8,01;  872;  433;  439;  109;38378
60;64;03;1;54;5403;026;Wolsdorf;  13,17; 1 052;  527;  525;  80;38379
50;52;03;1;54;5404;;Velpke;;;;;;
60;64;03;1;54;5404;001;Bahrdorf;  40,60; 1 968; 1 000;  968;  48;38459
60;64;03;1;54;5404;004;Danndorf;  14,04; 2 093; 1 040; 1 053;  149;38461
60;64;03;1;54;5404;007;Grafhorst;  9,65;  998;  500;  498;  103;38462
60;64;03;1;54;5404;009;Groß Twülpstedt;  36,43; 2 597; 1 321; 1 276;  71;38464
60;64;03;1;54;5404;024;Velpke;  19,70; 4 613; 2 266; 2 347;  234;38458
50;50;03;1;54;9501;;Brunsleberfeld, gemfr. Gebiet;;;;;;
60;66;03;1;54;9501;501;Brunsleberfeld, gemfr. Gebiet;  4,09;  0;  0;  0;  0;
50;50;03;1;54;9502;;Helmstedt, gemfr. Gebiet;;;;;;
60;66;03;1;54;9502;502;Helmstedt, gemfr. Gebiet;  18,56;  0;  0;  0;  0;
50;50;03;1;54;9503;;Königslutter, gemfr. Gebiet;;;;;;
60;66;03;1;54;9503;503;Königslutter, gemfr. Gebiet;  8,90;  0;  0;  0;  0;
50;50;03;1;54;9504;;Mariental, gemfr. Gebiet;;;;;;
60;66;03;1;54;9504;504;Mariental, gemfr. Gebiet;  15,81;  0;  0;  0;  0;
50;50;03;1;54;9506;;Schöningen, gemfr. Gebiet;;;;;;
60;66;03;1;54;9506;506;Schöningen, gemfr. Gebiet;  11,92;  0;  0;  0;  0;
40;44;03;1;55;;;Northeim;;;;;;
50;50;03;1;55;0001;;Bad Gandersheim, Stadt;;;;;;
60;63;03;1;55;0001;001;Bad Gandersheim, Stadt;  90,48; 10 313; 4 920; 5 393;  114;37581
50;50;03;1;55;0002;;Bodenfelde, Flecken;;;;;;
60;64;03;1;55;0002;002;Bodenfelde, Flecken;  19,86; 3 361; 1 679; 1 682;  169;37194
50;50;03;1;55;0003;;Dassel, Stadt;;;;;;
60;63;03;1;55;0003;003;Dassel, Stadt;  113,03; 10 201; 5 031; 5 170;  90;37586
50;50;03;1;55;0004;;Einbeck, Stadt;;;;;;
60;63;03;1;55;0004;004;Einbeck, Stadt;  165,99; 26 426; 12 846; 13 580;  159;37574
50;50;03;1;55;0005;;Hardegsen, Stadt;;;;;;
60;63;03;1;55;0005;005;Hardegsen, Stadt;  83,89; 8 161; 3 990; 4 171;  97;37181
50;50;03;1;55;0006;;Kalefeld;;;;;;
60;64;03;1;55;0006;006;Kalefeld;  84,17; 6 844; 3 429; 3 415;  81;37589
50;50;03;1;55;0007;;Katlenburg-Lindau;;;;;;
60;64;03;1;55;0007;007;Katlenburg-Lindau;  71,46; 7 307; 3 656; 3 651;  102;37191
50;50;03;1;55;0008;;Kreiensen;;;;;;
60;64;03;1;55;0008;008;Kreiensen;  65,32; 6 940; 3 376; 3 564;  106;37547
50;50;03;1;55;0009;;Moringen, Stadt;;;;;;
60;63;03;1;55;0009;009;Moringen, Stadt;  82,25; 7 135; 3 638; 3 497;  87;37186
50;50;03;1;55;0010;;Nörten-Hardenberg, Flecken;;;;;;
60;64;03;1;55;0010;010;Nörten-Hardenberg, Flecken;  54,05; 8 255; 4 074; 4 181;  153;37176
50;50;03;1;55;0011;;Northeim, Stadt;;;;;;
60;63;03;1;55;0011;011;Northeim, Stadt;  145,67; 29 431; 14 260; 15 171;  202;37154
50;50;03;1;55;0012;;Uslar, Stadt;;;;;;
60;63;03;1;55;0012;012;Uslar, Stadt;  113,41; 14 686; 7 159; 7 527;  129;37170
50;50;03;1;55;9501;;Solling (Landkreis Northeim), gemfr. Geb.;;;;;;
60;66;03;1;55;9501;501;Solling (Landkreis Northeim), gemfr. Geb.;  177,49;  0;  0;  0;  0;
40;44;03;1;56;;;Osterode am Harz;;;;;;
50;50;03;1;56;0002;;Bad Lauterberg im Harz, Stadt;;;;;;
60;63;03;1;56;0002;002;Bad Lauterberg im Harz, Stadt;  41,55; 11 124; 5 253; 5 871;  268;37431
50;50;03;1;56;0003;;Bad Sachsa, Stadt;;;;;;
60;63;03;1;56;0003;003;Bad Sachsa, Stadt;  33,13; 7 679; 3 705; 3 974;  232;37441
50;50;03;1;56;0009;;Herzberg am Harz, Stadt;;;;;;
60;63;03;1;56;0009;009;Herzberg am Harz, Stadt;  71,88; 13 802; 6 703; 7 099;  192;37412
50;50;03;1;56;0011;;Osterode am Harz, Stadt;;;;;;
60;63;03;1;56;0011;011;Osterode am Harz, Stadt;  102,46; 23 444; 11 389; 12 055;  229;37520
50;52;03;1;56;5401;;Bad Grund (Harz);;;;;;
60;63;03;1;56;5401;001;Bad Grund (Harz), Bergstadt;  7,12; 2 346; 1 171; 1 175;  329;37539
60;64;03;1;56;5401;004;Badenhausen;  7,41; 1 896;  976;  920;  256;37534
60;64;03;1;56;5401;005;Eisdorf;  10,56; 1 718;  851;  867;  163;37534
60;64;03;1;56;5401;007;Gittelde, Flecken;  12,55; 1 940;  977;  963;  155;37534
60;64;03;1;56;5401;014;Windhausen;  3,54; 1 004;  492;  512;  284;37539
50;52;03;1;56;5402;;Hattorf am Harz;;;;;;
60;64;03;1;56;5402;006;Elbingerode;  5,66;  426;  210;  216;  75;37412
60;64;03;1;56;5402;008;Hattorf am Harz;  29,19; 4 234; 2 074; 2 160;  145;37197
60;64;03;1;56;5402;010;Hörden am Harz;  7,82; 1 087;  544;  543;  139;37412
60;64;03;1;56;5402;015;Wulften am Harz;  14,82; 1 944;  964;  980;  131;37199
50;52;03;1;56;5403;;Walkenried;;;;;;
60;64;03;1;56;5403;012;Walkenried;  12,23; 2 265; 1 100; 1 165;  185;37445
60;64;03;1;56;5403;013;Wieda;  6,53; 1 339;  701;  638;  205;37447
60;64;03;1;56;5403;016;Zorge;  2,21; 1 080;  494;  586;  489;37449
50;50;03;1;56;9501;;Harz (Ldkr. Osterode am Harz) gemfr. Geb.;;;;;;
60;66;03;1;56;9501;501;Harz (Ldkr. Osterode am Harz) gemfr. Geb.;  267,35;  0;  0;  0;  0;
40;44;03;1;57;;;Peine;;;;;;
50;50;03;1;57;0001;;Edemissen;;;;;;
60;64;03;1;57;0001;001;Edemissen;  103,67; 12 334; 6 035; 6 299;  119;31234
50;50;03;1;57;0002;;Hohenhameln;;;;;;
60;64;03;1;57;0002;002;Hohenhameln;  69,42; 9 310; 4 723; 4 587;  134;31249
50;50;03;1;57;0003;;Ilsede;;;;;;
60;64;03;1;57;0003;003;Ilsede;  28,45; 11 781; 5 757; 6 024;  414;31241
50;50;03;1;57;0004;;Lahstedt;;;;;;
60;64;03;1;57;0004;004;Lahstedt;  43,62; 10 262; 5 084; 5 178;  235;31246
50;50;03;1;57;0005;;Lengede;;;;;;
60;64;03;1;57;0005;005;Lengede;  34,21; 12 862; 6 403; 6 459;  376;38268
50;50;03;1;57;0006;;Peine, Stadt;;;;;;
60;63;03;1;57;0006;006;Peine, Stadt;  119,65; 48 743; 23 783; 24 960;  407;31224
50;50;03;1;57;0007;;Vechelde;;;;;;
60;64;03;1;57;0007;007;Vechelde;  75,87; 16 094; 7 895; 8 199;  212;38159
50;50;03;1;57;0008;;Wendeburg;;;;;;
60;64;03;1;57;0008;008;Wendeburg;  59,98; 10 095; 4 984; 5 111;  168;38176
40;44;03;1;58;;;Wolfenbüttel;;;;;;
50;50;03;1;58;0006;;Cremlingen;;;;;;
60;64;03;1;58;0006;006;Cremlingen;  59,34; 12 744; 6 248; 6 496;  215;38162
50;50;03;1;58;0037;;Wolfenbüttel, Stadt;;;;;;
60;63;03;1;58;0037;037;Wolfenbüttel, Stadt;  78,51; 53 427; 25 927; 27 500;  681;38300
50;52;03;1;58;5401;;Asse;;;;;;
60;64;03;1;58;5401;008;Denkte;  18,22; 3 053; 1 484; 1 569;  168;38321
60;64;03;1;58;5401;017;Hedeper;  15,66;  543;  274;  269;  35;38322
60;64;03;1;58;5401;021;Kissenbrück;  6,47; 1 784;  875;  909;  276;38324
60;64;03;1;58;5401;024;Remlingen;  21,59; 1 830;  915;  915;  85;38319
60;64;03;1;58;5401;025;Roklum;  8,34;  464;  235;  229;  56;38325
60;64;03;1;58;5401;029;Semmenstedt;  11,71;  651;  334;  317;  56;38327
60;64;03;1;58;5401;036;Wittmar;  4,65; 1 239;  624;  615;  266;38329
50;52;03;1;58;5402;;Baddeckenstedt;;;;;;
60;64;03;1;58;5402;002;Baddeckenstedt;  20,48; 2 901; 1 415; 1 486;  142;38271
60;64;03;1;58;5402;004;Burgdorf;  24,07; 2 306; 1 165; 1 141;  96;38272
60;64;03;1;58;5402;011;Elbe;  16,75; 1 675;  817;  858;  100;38274
60;64;03;1;58;5402;016;Haverlah;  16,84; 1 587;  789;  798;  94;38275
60;64;03;1;58;5402;018;Heere;  15,28; 1 168;  584;  584;  76;38277
60;64;03;1;58;5402;028;Sehlde;  20,38;  929;  463;  466;  46;38279
50;52;03;1;58;5403;;Oderwald;;;;;;
60;64;03;1;58;5403;001;Achim;  15,81;  679;  317;  362;  43;38312
60;64;03;1;58;5403;003;Börßum;  14,78; 2 159; 1 088; 1 071;  146;38312
60;64;03;1;58;5403;005;Cramme;  12,45;  950;  479;  471;  76;38312
60;64;03;1;58;5403;010;Dorstadt;  10,36;  674;  328;  346;  65;38312
60;64;03;1;58;5403;014;Flöthe;  18,83; 1 177;  584;  593;  63;38312
60;64;03;1;58;5403;019;Heiningen;  8,41;  664;  341;  323;  79;38312
60;64;03;1;58;5403;023;Ohrum;  8,38;  572;  289;  283;  68;38312
50;52;03;1;58;5404;;Schladen;;;;;;
60;64;03;1;58;5404;015;Gielde;  9,11;  833;  403;  430;  91;38315
60;63;03;1;58;5404;020;Hornburg, Stadt;  22,11; 2 503; 1 238; 1 265;  113;38315
60;64;03;1;58;5404;026;Schladen;  30,66; 5 016; 2 420; 2 596;  164;38315
60;64;03;1;58;5404;034;Werlaburgdorf;  12,01;  744;  379;  365;  62;38315
50;52;03;1;58;5405;;Schöppenstedt;;;;;;
60;64;03;1;58;5405;007;Dahlum;  15,12;  739;  384;  355;  49;38170
60;64;03;1;58;5405;022;Kneitlingen;  17,57;  847;  435;  412;  48;38170
60;63;03;1;58;5405;027;Schöppenstedt, Stadt;  39,65; 5 360; 2 592; 2 768;  135;38170
60;64;03;1;58;5405;031;Uehrde;  24,33;  956;  481;  475;  39;38170
60;64;03;1;58;5405;032;Vahlberg;  18,00;  774;  392;  382;  43;38170
60;64;03;1;58;5405;035;Winnigstedt;  12,05;  766;  413;  353;  64;38170
50;52;03;1;58;5406;;Sickte;;;;;;
60;64;03;1;58;5406;009;Dettum;  17,16; 1 184;  586;  598;  69;38173
60;64;03;1;58;5406;012;Erkerode;  13,34; 1 003;  498;  505;  75;38173
60;64;03;1;58;5406;013;Evessen;  17,55; 1 326;  661;  665;  76;38173
60;64;03;1;58;5406;030;Sickte;  25,27; 5 759; 2 869; 2 890;  228;38173
60;64;03;1;58;5406;033;Veltheim (Ohe);  8,44; 1 054;  525;  529;  125;38173
50;50;03;1;58;9501;;Am Großen Rhode, gemfr. Gebiet;;;;;;
60;66;03;1;58;9501;501;Am Großen Rhode, gemfr. Gebiet;  5,79;  0;  0;  0;  0;
50;50;03;1;58;9502;;Barnstorf-Warle, gemfr. Gebiet;;;;;;
60;66;03;1;58;9502;502;Barnstorf-Warle, gemfr. Gebiet;  1,29;  0;  0;  0;  0;
50;50;03;1;58;9503;;Voigtsdahlum, gemfr. Gebiet;;;;;;
60;66;03;1;58;9503;503;Voigtsdahlum, gemfr. Gebiet;  5,77;  0;  0;  0;  0;
40;44;03;2;41;;;Region Hannover;;;;;;
50;50;03;2;41;0001;;Hannover, Landeshauptstadt;;;;;;
60;63;03;2;41;0001;001;Hannover, Landeshauptstadt;  204,14; 522 686; 252 671; 270 015; 2 560;30159
50;50;03;2;41;0002;;Barsinghausen, Stadt;;;;;;
60;63;03;2;41;0002;002;Barsinghausen, Stadt;  102,59; 33 618; 16 337; 17 281;  328;30890
50;50;03;2;41;0003;;Burgdorf, Stadt;;;;;;
60;63;03;2;41;0003;003;Burgdorf, Stadt;  112,35; 29 886; 14 380; 15 506;  266;31303
50;50;03;2;41;0004;;Burgwedel, Stadt;;;;;;
60;63;03;2;41;0004;004;Burgwedel, Stadt;  151,96; 20 487; 9 751; 10 736;  135;30938
50;50;03;2;41;0005;;Garbsen, Stadt;;;;;;
60;63;03;2;41;0005;005;Garbsen, Stadt;  79,31; 61 790; 30 077; 31 713;  779;30827
50;50;03;2;41;0006;;Gehrden, Stadt;;;;;;
60;63;03;2;41;0006;006;Gehrden, Stadt;  43,10; 14 502; 6 953; 7 549;  336;30989
50;50;03;2;41;0007;;Hemmingen, Stadt;;;;;;
60;63;03;2;41;0007;007;Hemmingen, Stadt;  31,58; 18 644; 8 928; 9 716;  590;30966
50;50;03;2;41;0008;;Isernhagen;;;;;;
60;64;03;2;41;0008;008;Isernhagen;  59,76; 22 927; 11 119; 11 808;  384;30916
50;50;03;2;41;0009;;Laatzen, Stadt;;;;;;
60;63;03;2;41;0009;009;Laatzen, Stadt;  34,06; 40 254; 19 346; 20 908; 1 182;30880
50;50;03;2;41;0010;;Langenhagen, Stadt;;;;;;
60;63;03;2;41;0010;010;Langenhagen, Stadt;  71,86; 52 583; 25 581; 27 002;  732;30853
50;50;03;2;41;0011;;Lehrte, Stadt;;;;;;
60;63;03;2;41;0011;011;Lehrte, Stadt;  127,06; 43 259; 21 263; 21 996;  340;31275
50;50;03;2;41;0012;;Neustadt am Rübenberge, Stadt;;;;;;
60;63;03;2;41;0012;012;Neustadt am Rübenberge, Stadt;  357,51; 45 049; 22 370; 22 679;  126;31535
50;50;03;2;41;0013;;Pattensen, Stadt;;;;;;
60;63;03;2;41;0013;013;Pattensen, Stadt;  67,06; 13 885; 6 801; 7 084;  207;30982
50;50;03;2;41;0014;;Ronnenberg, Stadt;;;;;;
60;63;03;2;41;0014;014;Ronnenberg, Stadt;  37,78; 23 239; 11 329; 11 910;  615;30952
50;50;03;2;41;0015;;Seelze, Stadt;;;;;;
60;63;03;2;41;0015;015;Seelze, Stadt;  54,04; 32 782; 16 049; 16 733;  607;30926
50;50;03;2;41;0016;;Sehnde, Stadt;;;;;;
60;63;03;2;41;0016;016;Sehnde, Stadt;  103,33; 22 944; 11 523; 11 421;  222;31319
50;50;03;2;41;0017;;Springe, Stadt;;;;;;
60;63;03;2;41;0017;017;Springe, Stadt;  159,81; 29 301; 14 314; 14 987;  183;31832
50;50;03;2;41;0018;;Uetze;;;;;;
60;64;03;2;41;0018;018;Uetze;  140,56; 20 145; 9 921; 10 224;  143;31311
50;50;03;2;41;0019;;Wedemark;;;;;;
60;64;03;2;41;0019;019;Wedemark;  173,35; 29 063; 14 154; 14 909;  168;30900
50;50;03;2;41;0020;;Wennigsen (Deister);;;;;;
60;64;03;2;41;0020;020;Wennigsen (Deister);  53,78; 14 072; 6 801; 7 271;  262;30974
50;50;03;2;41;0021;;Wunstorf, Stadt;;;;;;
60;63;03;2;41;0021;021;Wunstorf, Stadt;  125,68; 41 014; 19 923; 21 091;  326;31515
40;44;03;2;51;;;Diepholz;;;;;;
50;50;03;2;51;0007;;Bassum, Stadt;;;;;;
60;63;03;2;51;0007;007;Bassum, Stadt;  168,56; 15 870; 7 894; 7 976;  94;27211
50;50;03;2;51;0012;;Diepholz, Stadt;;;;;;
60;63;03;2;51;0012;012;Diepholz, Stadt;  104,48; 16 614; 8 173; 8 441;  159;49356
50;50;03;2;51;0037;;Stuhr;;;;;;
60;64;03;2;51;0037;037;Stuhr;  81,66; 33 344; 16 326; 17 018;  408;28816
50;50;03;2;51;0040;;Sulingen, Stadt;;;;;;
60;63;03;2;51;0040;040;Sulingen, Stadt;  110,65; 12 599; 6 222; 6 377;  114;27232
50;50;03;2;51;0041;;Syke, Stadt;;;;;;
60;63;03;2;51;0041;041;Syke, Stadt;  127,93; 24 341; 11 918; 12 423;  190;28857
50;50;03;2;51;0042;;Twistringen, Stadt;;;;;;
60;63;03;2;51;0042;042;Twistringen, Stadt;  114,23; 12 414; 6 224; 6 190;  109;27239
50;50;03;2;51;0044;;Wagenfeld;;;;;;
60;64;03;2;51;0044;044;Wagenfeld;  117,36; 6 903; 3 428; 3 475;  59;49419
50;50;03;2;51;0047;;Weyhe;;;;;;
60;64;03;2;51;0047;047;Weyhe;  60,28; 30 362; 14 953; 15 409;  504;28844
50;52;03;2;51;5401;;Altes Amt Lemförde;;;;;;
60;64;03;2;51;5401;009;Brockum;  30,59; 1 072;  507;  565;  35;49448
60;64;03;2;51;5401;020;Hüde;  24,47; 1 095;  552;  543;  45;49448
60;64;03;2;51;5401;022;Lembruch;  22,75; 1 087;  568;  519;  48;49459
60;64;03;2;51;5401;023;Lemförde, Flecken;  6,95; 2 878; 1 333; 1 545;  414;49448
60;64;03;2;51;5401;025;Marl;  9,84;  565;  285;  280;  57;49448
60;64;03;2;51;5401;029;Quernheim;  6,25;  443;  229;  214;  71;49448
60;64;03;2;51;5401;036;Stemshorn;  8,84;  700;  346;  354;  79;49448
50;52;03;2;51;5402;;Barnstorf;;;;;;
60;64;03;2;51;5402;005;Barnstorf, Flecken;  52,37; 5 846; 2 878; 2 968;  112;49406
60;64;03;2;51;5402;013;Drebber;  46,95; 2 920; 1 458; 1 462;  62;49457
60;64;03;2;51;5402;014;Drentwede;  30,31; 1 017;  520;  497;  34;49406
60;64;03;2;51;5402;017;Eydelstedt;  76,12; 1 831;  925;  906;  24;49406
50;52;03;2;51;5403;;Bruchhausen-Vilsen;;;;;;
60;64;03;2;51;5403;002;Asendorf;  58,16; 3 041; 1 526; 1 515;  52;27330
60;64;03;2;51;5403;010;Bruchhausen-Vilsen, Flecken;  41,31; 5 926; 2 908; 3 018;  143;27305
60;64;03;2;51;5403;016;Engeln;  31,22; 1 074;  542;  532;  34;27305
60;64;03;2;51;5403;026;Martfeld;  35,06; 2 775; 1 389; 1 386;  79;27327
60;64;03;2;51;5403;033;Schwarme;  24,31; 2 435; 1 239; 1 196;  100;27327
60;64;03;2;51;5403;039;Süstedt;  37,01; 1 544;  769;  775;  42;27305
50;52;03;2;51;5404;;Kirchdorf;;;;;;
60;64;03;2;51;5404;003;Bahrenborstel;  31,27; 1 181;  607;  574;  38;27245
60;64;03;2;51;5404;004;Barenburg, Flecken;  16,39; 1 243;  630;  613;  76;27245
60;64;03;2;51;5404;018;Freistatt;  12,53; 1 012;  893;  119;  81;27259
60;64;03;2;51;5404;021;Kirchdorf;  47,75; 2 023; 1 029;  994;  42;27245
60;64;03;2;51;5404;043;Varrel;  43,83; 1 337;  689;  648;  31;27259
60;64;03;2;51;5404;045;Wehrbleck;  27,93;  759;  396;  363;  27;27259
50;52;03;2;51;5405;;Rehden;;;;;;
60;64;03;2;51;5405;006;Barver;  25,93; 1 038;  528;  510;  40;49453
60;64;03;2;51;5405;011;Dickel;  16,96;  498;  241;  257;  29;49453
60;64;03;2;51;5405;019;Hemsloh;  26,77;  589;  285;  304;  22;49453
60;64;03;2;51;5405;030;Rehden;  33,34; 1 766;  899;  867;  53;49453
60;64;03;2;51;5405;046;Wetschen;  25,10; 1 740;  893;  847;  69;49453
50;52;03;2;51;5406;;Schwaförden;;;;;;
60;64;03;2;51;5406;001;Affinghausen;  12,26;  835;  411;  424;  68;27257
60;64;03;2;51;5406;015;Ehrenburg;  48,96; 1 572;  804;  768;  32;27248
60;64;03;2;51;5406;028;Neuenkirchen;  14,66; 1 187;  607;  580;  81;27251
60;64;03;2;51;5406;031;Scholen;  20,41;  810;  418;  392;  40;27251
60;64;03;2;51;5406;032;Schwaförden;  25,96; 1 452;  748;  704;  56;27252
60;64;03;2;51;5406;038;Sudwalde;  27,15; 1 061;  530;  531;  39;27257
50;52;03;2;51;5407;;Siedenburg;;;;;;
60;64;03;2;51;5407;008;Borstel;  31,08; 1 351;  652;  699;  43;27246
60;64;03;2;51;5407;024;Maasen;  18,71;  517;  256;  261;  28;27249
60;64;03;2;51;5407;027;Mellinghausen;  24,43; 1 066;  549;  517;  44;27249
60;64;03;2;51;5407;034;Siedenburg, Flecken;  14,22; 1 244;  628;  616;  87;27254
60;64;03;2;51;5407;035;Staffhorst;  14,61;  581;  301;  280;  40;27254
40;44;03;2;52;;;Hameln-Pyrmont;;;;;;
50;50;03;2;52;0001;;Aerzen, Flecken;;;;;;
60;64;03;2;52;0001;001;Aerzen, Flecken;  105,09; 11 239; 5 515; 5 724;  107;31855
50;50;03;2;52;0002;;Bad Münder am Deister, Stadt;;;;;;
60;63;03;2;52;0002;002;Bad Münder am Deister, Stadt;  107,69; 17 530; 8 565; 8 965;  163;31848
50;50;03;2;52;0003;;Bad Pyrmont, Stadt;;;;;;
60;63;03;2;52;0003;003;Bad Pyrmont, Stadt;  61,96; 20 770; 9 504; 11 266;  335;31812
50;50;03;2;52;0004;;Coppenbrügge, Flecken;;;;;;
60;64;03;2;52;0004;004;Coppenbrügge, Flecken;  89,81; 7 415; 3 650; 3 765;  83;31863
50;50;03;2;52;0005;;Emmerthal;;;;;;
60;64;03;2;52;0005;005;Emmerthal;  114,62; 10 552; 5 122; 5 430;  92;31860
